id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes,review_priority,natural_query,passport_context_clear,parent_label_correct,query_topic_correct,more_specific_leaf_available,neighbor_confusion_risk,language_style_correct,priority_correct,difficulty_correct,independent_seed,mutable_fact_safe,privacy_safe,retain_leaf,review_decision,review_notes
PASSQ_0117,ই-পাসপোর্ট বায়োমেট্রিক এনরোলমেন্টে কী কী তথ্য নেওয়া হয়?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_BIOMETRICS,Passport Biometric Enrolment,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_BIOMETRICS_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0118,passport biometric দিতে গেলে আসলে কী হয়?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_BIOMETRICS,Passport Biometric Enrolment,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_BIOMETRICS_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0119,e-passport biometric capture e ki ki ney?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_BIOMETRICS,Passport Biometric Enrolment,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_BIOMETRICS_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0120,general enrolment না—specifically biometric stage সম্পর্কে জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_BIOMETRICS,Passport Biometric Enrolment,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_BIOMETRICS_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0121,আগে পাসপোর্ট ছিল; এখন সাধারণভাবে পুনরায় ইস্যু করতে কী করতে হবে?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_PROCESS,General Passport Re-Issue Process,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_PROCESS_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0122,"passport reissue করতে চাই, processটা কী?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_PROCESS,General Passport Re-Issue Process,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_PROCESS_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0123,passport reissue korar niyom ki?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_PROCESS,General Passport Re-Issue Process,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_PROCESS_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0124,"হারায়নি, নষ্ট হয়নি, expiry বা info change বলছি না—general reissue process জানতে চাই।",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_PROCESS,General Passport Re-Issue Process,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_PROCESS_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0125,আমার পাসপোর্টের মেয়াদ শেষ হয়ে গেছে; পুনরায় ইস্যু কীভাবে করব?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_EXPIRY,Expired or Expiring Passport Re-Issue,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_EXPIRY_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0126,"passport expire হতে যাচ্ছে, renew/reissue করতে কী হবে?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_EXPIRY,Expired or Expiring Passport Re-Issue,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_EXPIRY_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0127,expired passport reissue korbo kivabe?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_EXPIRY,Expired or Expiring Passport Re-Issue,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_EXPIRY_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0128,passport হারায়নি—শুধু মেয়াদ শেষ হওয়ায় নতুনটা নিতে চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_EXPIRY,Expired or Expiring Passport Re-Issue,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_EXPIRY_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0129,তথ্য পরিবর্তনসহ পাসপোর্ট পুনরায় ইস্যু করতে কী করতে হবে?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE,Passport Re-Issue With Information Change,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0130,passport reissue-এর সময় personal information change করতে চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE,Passport Re-Issue With Information Change,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0131,information change kore passport reissue korbo kivabe?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE,Passport Re-Issue With Information Change,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0132,same information না—reissue-এর সঙ্গে passport details update করতে চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE,Passport Re-Issue With Information Change,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITH_INFORMATION_CHANGE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0133,আমার পাসপোর্ট হারিয়ে গেছে; পুনরায় ইস্যু বা replacement কীভাবে পাব?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_LOST,Lost Passport Re-Issue,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_LOST_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0134,"passport খুঁজে পাচ্ছি না, নতুনটা করতে কী হবে?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_LOST,Lost Passport Re-Issue,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_LOST_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0135,"passport hariye geche, reissue korbo kivabe?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_LOST,Lost Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_LOST_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0136,"delivery slip না—passportটিই missing, replacement দরকার।",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_LOST,Lost Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_LOST_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0137,আমার পাসপোর্ট চুরি হয়েছে; replacement পেতে কী করতে হবে?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_STOLEN,Stolen Passport Re-Issue,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_STOLEN_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0138,"passport stolen হয়েছে, এখন reissue করব কীভাবে?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_STOLEN,Stolen Passport Re-Issue,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_STOLEN_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0139,"passport churi hoye geche, notun ta kivabe pabo?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_STOLEN,Stolen Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_STOLEN_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0140,হারিয়ে ফেলিনি—passportটা stolen হয়েছে এবং replacement চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_STOLEN,Stolen Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_STOLEN_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0141,আমার পাসপোর্ট নষ্ট হয়ে গেছে; পুনরায় ইস্যু কীভাবে করব?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_DAMAGED,Damaged Passport Re-Issue,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_DAMAGED_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0142,"passport ছিঁড়ে গেছে, replacement পেতে কী করতে হবে?",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_DAMAGED,Damaged Passport Re-Issue,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_DAMAGED_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0143,damaged passport reissue korbo kivabe?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_DAMAGED,Damaged Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_DAMAGED_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0144,passport আছে কিন্তু usable না—damage-এর কারণে নতুনটা দরকার।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_DAMAGED,Damaged Passport Re-Issue,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_DAMAGED_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0145,কোনো তথ্য পরিবর্তন না করে পাসপোর্ট পুনরায় ইস্যু কীভাবে করব?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE,Passport Re-Issue Without Information Change,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0146,"সব details same থাকবে, শুধু passport reissue করতে চাই।",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE,Passport Re-Issue Without Information Change,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0147,same information diye passport reissue korbo kivabe?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE,Passport Re-Issue Without Information Change,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0148,personal info change করব না—existing details রেখেই reissue চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE,Passport Re-Issue Without Information Change,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_WITHOUT_INFORMATION_CHANGE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0149,বিদেশে অবস্থান করে আমার বর্তমান বাংলাদেশি পাসপোর্ট পুনরায় ইস্যু কীভাবে করব?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_OVERSEAS,Passport Re-Issue From Abroad,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_OVERSEAS_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0150,abroad থেকে existing passport renew/reissue করতে চাই।,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_OVERSEAS,Passport Re-Issue From Abroad,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_REISSUE_OVERSEAS_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0151,bidesh theke Bangladesh passport reissue korbo kivabe?,PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_OVERSEAS,Passport Re-Issue From Abroad,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_OVERSEAS_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0152,"first passport না—আগের passport আছে, overseas থেকে reissue দরকার।",PASSPORT,PASSPORT_REISSUE,Passport Re-Issue and Replacement,PASSPORT_REISSUE_OVERSEAS,Passport Re-Issue From Abroad,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_REISSUE_OVERSEAS_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0153,বাংলাদেশ ই-পাসপোর্টের সাধারণ ফি কত?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_FEES_INFORMATION,Passport Fee Information,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_FEES_INFORMATION_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0154,passport করতে মোট fee কত লাগে?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_FEES_INFORMATION,Passport Fee Information,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_FEES_INFORMATION_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0155,e-passport er fee koto?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_FEES_INFORMATION,Passport Fee Information,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_FEES_INFORMATION_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0156,payment method না—passport service-এর charge কত সেটা জানতে চাই।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_FEES_INFORMATION,Passport Fee Information,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_FEES_INFORMATION_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0157,ই-পাসপোর্টের ফি কীভাবে পরিশোধ করা যায়?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_METHOD,Passport Payment Method,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_METHOD_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0158,passport fee pay করার কী কী method আছে?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_METHOD,Passport Payment Method,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_METHOD_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0159,passport payment korbo kivabe?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_METHOD,Passport Payment Method,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_METHOD_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0160,fee amount জানি; এখন online বা offline কীভাবে payment করব জানতে চাই।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_METHOD,Passport Payment Method,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_METHOD_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0161,আমার ই-পাসপোর্ট ফি সফলভাবে জমা হয়েছে কি না কীভাবে যাচাই করব?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_CONFIRMATION,Passport Payment Confirmation,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_CONFIRMATION_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0162,passport payment successful হয়েছে কিনা check করব কীভাবে?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_CONFIRMATION,Passport Payment Confirmation,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_CONFIRMATION_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0163,passport payment confirm hoise kina kivabe janbo?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_CONFIRMATION,Passport Payment Confirmation,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_CONFIRMATION_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0164,failed বলছে না—payment system-এ record হয়েছে কিনা নিশ্চিত হতে চাই।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_CONFIRMATION,Passport Payment Confirmation,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_CONFIRMATION_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0165,আমার ই-পাসপোর্ট ফি পরিশোধের চেষ্টা ব্যর্থ হয়েছে; কী করব?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_FAILURE,Passport Payment Failure,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_FAILURE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0166,passport payment বারবার fail করছে।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_FAILURE,Passport Payment Failure,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_FAILURE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0167,"passport fee payment fail hocche, ki korbo?",PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_FAILURE,Passport Payment Failure,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_FAILURE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0168,টাকা কাটা যায়নি—শুধু transaction unsuccessful দেখাচ্ছে।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_FAILURE,Passport Payment Failure,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_FAILURE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0169,"টাকা কেটে নেওয়া হয়েছে, কিন্তু ই-পাসপোর্ট payment failed দেখাচ্ছে; কী করব?",PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED,Passport Payment Deducted but Transaction Failed,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0170,passport fee account থেকে কেটেছে কিন্তু payment successful হয়নি।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED,Passport Payment Deducted but Transaction Failed,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0171,taka kete niyeche but passport payment failed dekhacche.,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED,Passport Payment Deducted but Transaction Failed,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0172,ordinary failure না—money deducted হয়েছে অথচ transaction record হয়নি।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED,Passport Payment Deducted but Transaction Failed,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_DEDUCTED_BUT_FAILED_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0173,ব্যর্থ পাসপোর্ট payment-এর টাকা ফেরত পাওয়ার প্রক্রিয়া কী?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_REFUND,Passport Payment Refund,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_REFUND_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0174,passport payment fail হওয়ার পর refund কীভাবে পাব?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_REFUND,Passport Payment Refund,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_REFUND_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0175,failed passport payment er taka refund pabo kivabe?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_REFUND,Passport Payment Refund,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_REFUND_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0176,deduction problem already হয়েছে—এখন আমার main question টাকা ফেরত পাওয়ার ব্যাপারে।,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_REFUND,Passport Payment Refund,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_REFUND_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0177,ই-পাসপোর্ট ফি পরিশোধের রসিদ কোথা থেকে পাব?,PASSPORT,PASSPORT_FEES_AND_PAYMENT,Passport Fees and Payment,PASSPORT_PAYMENT_RECEIPT,Passport Payment Receipt or Slip,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_PAYMENT_RECEIPT_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
